Name,Condition,Process-Heat treatment,Coded,Mg,Nd,Ce,La,Zn,Sn,Al,Ca,Zr,Ag,Ho,Mn,Y,Gd,Cu,Si,Li,Yb,Th,Sb,Pr,Ga,Be,Fe,Ni,Sc,Tb,Dy,Er,Sr,Bi,Sum,YS(MPa),UTS(MPa),Ductility,DOI
Magnesium AZ31B, Extruded Hollow Shapes ,Extruded,1,95.61,0,0,0,1,0,3,0.04,0,0,0,0.2,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,165,241,16,
Magnesium AZ31B, Forgings ,Wrought - rolled and Forging,6,95.61,0,0,0,1,0,3,0.04,0,0,0,0.2,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,170,260,15,
Magnesium AZ31B-F, Extruded Solid Shapes F,Extruded,1,95.61,0,0,0,1,0,3,0.04,0,0,0,0.2,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,260,15,
Magnesium AZ31B-H24, Hard Rolled Sheet H24,"Cast (Any cast type, then heat treated)",5,95.61,0,0,0,1,0,3,0.04,0,0,0,0.2,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,220,290,15,
Magnesium AZ31B-H26, Hard Rolled Sheet H26,"Cast (Any cast type, then heat treated)",5,95.61,0,0,0,1,0,3,0.04,0,0,0,0.2,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,190,275,10,
Magnesium AZ31B-O, Annealed Sheet O,"Cast (Any cast type, then heat treated)",5,95.61,0,0,0,1,0,3,0.04,0,0,0,0.2,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,150,255,21,
Magnesium AS41A-F, Die Cast F,"Cast (Die cast, HPDC, fast cool)",4,94.22,0,0,0,0.12,0,4.25,0,0,0,0,0.35,0,0,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,138,214,10.5,
Magnesium EQ21-T6, Cast T6,"Cast (Any cast type, then heat treated)",5,95.6,2.125,0,0,0,0,0,0,0.7,1.5,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,170,235,2,
Magnesium ZC-63A-T6, Sand/Permanent Mold Castings T6,"Cast (Any cast type, then heat treated)",5,90.6,0,0,0,6,0,0,0,0,0,0,0.5,0,0,2.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,172,248,4,
Magnesium ZC63-T6,T6,"Cast (Any cast type, then heat treated)",5,90.6,0,0,0,6,0,0,0,0,0,0,0.5,0,0,2.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,125,210,4,
Magnesium AS41B-F, Die Cast F,"Cast (Die cast, HPDC, fast cool)",4,94.58,0,0,0,0.12,0,4.25,0,0,0,0,0.35,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,138,214,10.5,
Magnesium M1A Forgings,Forgings,Wrought - rolled and Forging,6,98.5,0,0,0,0,0,0,0.3,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,160,250,7,
Magnesium M1A Sheet, Hard-Rolled Sheet,Wrought - rolled and Forging,6,98.5,0,0,0,0,0,0,0.3,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,180,240,7,
Magnesium M1A-F, Extruded F,Extruded,1,98.5,0,0,0,0,0,0,0.3,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,180,255,12,
Magnesium M1A-F, Forgings F,Wrought - rolled and Forging,6,98.5,0,0,0,0,0,0,0.3,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,159,248,7,
Magnesium M1A-F Sheet, Annealed F Sheet,Wrought - rolled and Forging,6,98.5,0,0,0,0,0,0,0.3,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,125,230,17,
Magnesium AZ63A-F, Sand Cast F,"Cast  (sand, slow cool)",3,90.55,0,0,0,3,0,6,0,0,0,0,0.15,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,97,200,6,
Magnesium AZ63A-T4, Sand Cast T4,"Cast  (sand, slow cool)",3,90.55,0,0,0,3,0,6,0,0,0,0,0.15,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,97,275,12,
Magnesium AZ63A-T5, Sand Cast T5,"Cast  (sand, slow cool)",3,90.55,0,0,0,3,0,6,0,0,0,0,0.15,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,105,200,4,
Magnesium AZ63A-T6, Sand Cast T61,"Cast  (sand, slow cool)",3,90.55,0,0,0,3,0,6,0,0,0,0,0.15,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,130,275,5,
Magnesium AZ63A-T7, Sand Cast T7,"Cast  (sand, slow cool)",3,90.55,0,0,0,3,0,6,0,0,0,0,0.15,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,115,275,6,
Magnesium ZE41A-T5, Cast T5,"Cast (Any cast type, then heat treated)",5,93.55,0,1.25,0,4.25,0,0,0,0.7,0,0,0.15,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,140,205,3.5,
AZ81,Sand Cast,"Cast  (sand, slow cool)",3,89.1,0,0,0,0.5,0,9.5,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,140,3,
AZ81,T4,"Cast (Any cast type, then heat treated)",5,89.1,0,0,0,0.5,0,9.5,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,220,5,
AZ91,Sand Cast,"Cast  (sand, slow cool)",3,89.1,0,0,0,0.5,0,9.5,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,135,2,
AZ91,T4,"Cast (Any cast type, then heat treated)",5,89.1,0,0,0,0.5,0,9.5,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,230,4,
AZ91,T6,"Cast (Any cast type, then heat treated)",5,89.1,0,0,0,0.5,0,9.5,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,120,200,3,
AZ91,Chill cast,"Cast (Die cast, HPDC, fast cool)",4,89.1,0,0,0,0.5,0,9.5,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,170,2,
AZ91,T4,"Cast (Any cast type, then heat treated)",5,89.1,0,0,0,0.5,0,9.5,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,215,5,
AZ91,T6,"Cast (Any cast type, then heat treated)",5,89.1,0,0,0,0.5,0,9.5,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,120,215,2,
ZKCa50,﻿535 °C/24 h + extruded at 410 °C (13:1) + aged at 200 °C/72,Extruded,1,81.5,1,0,0,1.5,0,0,0,0.5,0,0,0,4.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,373,473,4.1,
AZ63A-T4 Magnesium,T4,"Cast (Any cast type, then heat treated)",5,89.35,0,0,0,3,0,6.4,0,0,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,270,8,
Mg-Ca-Zn(1),Extrusion,Extruded,1,97.2,0,0,0,1.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,291,329,15.8,
AZ80A-T6 Magnesium,T6,"Cast (Any cast type, then heat treated)",5,89.45,0,0,0,0.5,0,8.74,0,0,0,0,0.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,230,320,8.5,
Magnesium AZ31C-F, Extruded Solid Shapes F,Extruded,1,95.65,0,0,0,1,0,3,0,0,0,0,0.15,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,260,15,
AZ63,T6,"Cast (Any cast type, then heat treated)",5,91,0,0,0,2.5,0,6,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,110,230,3,
ML10,cast T6,"Cast (Any cast type, then heat treated)",5,96.77,2.5,0,0,0.4,0,0.02,0,0.25,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,140,230,3,
P/M Mg-5Y-6Re,extruded (573K),Extruded,1,87.96,3.7,1.71,0.4,0,0,0,0,0,0,0,0,4.47,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,100,528,536,2,
Solution treated Mg-4Y-3Re,"extruded (573K), solution treated ",Extruded,1,87.96,3.7,1.71,0.4,0,0,0,0,0,0,0,0,4.47,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,100,141,233,16,
Peak aged Mg-4Y-3Re,"extruded (573K), peak aged ",Extruded,1,87.96,3.7,1.71,0.4,0,0,0,0,0,0,0,0,4.47,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,100,178,301,6,
Extruded Mg-4Y-3Re,extruded (673K),Extruded,1,87.96,3.7,1.71,0.4,0,0,0,0,0,0,0,0,4.47,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,100,208,320,20,
AZ81A-T4 Magnesium,T4,"Cast (Any cast type, then heat treated)",5,91.15,0,0,0,0.7,0,7.91,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,84,240,8.8,
TAZ7111(2),Extrusion(400K),Extruded,1,91,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,180,271,14.8,
TAZ7111(3),Extrusion(450K),Extruded,1,91,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,240,305,12,
AZ31  -  Li0 (ED rotation),Extrusion(500K),Extruded,1,91,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,262,318,10.4,https://doi.org/10.1016/j.jma.2017.09.001
ISO-WD21150-H24 Magnesium,H24,"Cast (Any cast type, then heat treated)",5,95.5,0,0,0,1,0,3.225,0,0,0,0,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,290,5.7,
Magnesium AZ80A-F, Extruded F,Extruded,1,90.73,0,0,0,0.5,0,8.5,0,0,0,0,0.12,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,250,340,7,
Magnesium AZ80A-F, Forged F,Wrought - rolled and Forging,6,90.73,0,0,0,0.5,0,8.5,0,0,0,0,0.12,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,230,330,11,
Magnesium AZ80A-T5, Extruded T5,Extruded,1,90.73,0,0,0,0.5,0,8.5,0,0,0,0,0.12,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,275,380,7,
Magnesium AZ80A-T5, Forged T5,Wrought - rolled and Forging,6,90.73,0,0,0,0.5,0,8.5,0,0,0,0,0.12,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,250,345,11,
Magnesium AZ80A-T6, Forged T6,Wrought - rolled and Forging,6,90.73,0,0,0,0.5,0,8.5,0,0,0,0,0.12,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,250,340,5,
Magnesium LA141, Ultralight Mg-Li Alloy,"Cast (Die cast, HPDC, fast cool)",4,84.75,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,124,145,23,
Magnesium ZE63A-T6, Cast T6,"Cast (Any cast type, then heat treated)",5,90.9,2.55,0,0,5.75,0,0,0,0.7,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,190,300,10,
Magnesium AZ10A-F, Extruded F,Extruded,1,97.91,0,0,0,0.4,0,1.25,0.04,0,0,0,0.2,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,155,240,10,
Mg-Zn-Y-Zr(Alloy 1) (300 C),Extrusion (300 C),Extruded,1,93.3,0,0,0,5.54,0,0,0,0.42,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,262,325,12.8,
Magnesium Elektron Elektron® 43 Magnesium Wrought Alloy,Wrought,Wrought - rolled and Forging,6,92.89,0.97,0.97,0.97,0,0,0,0,0.2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,179,296,11,
Magnesium AS41XB-F, Die Cast F,"Cast (Die cast, HPDC, fast cool)",4,94.26,0,0,0,0.12,0,4.25,0,0,0,0,0.35,0,0,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,150,220,4,
Magnesium AZ61A-F, Extruded Hollow Shapes F,Extruded,1,92.25,0,0,0,0.95,0,6.5,0,0,0,0,0.15,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,165,280,14,
Magnesium AZ61A-F, Extruded Solid Shapes F,Extruded,1,92.25,0,0,0,0.95,0,6.5,0,0,0,0,0.15,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,230,310,16,
Magnesium AZ61A-F, Forgings F,Wrought - rolled and Forging,6,92.25,0,0,0,0.95,0,6.5,0,0,0,0,0.15,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,180,295,12,
Magnesium AS41XA-F, Die Cast F,"Cast (Die cast, HPDC, fast cool)",4,94.22,0,0,0,0.12,0,4.25,0,0,0,0,0.35,0,0,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,150,220,4,
Magnesium EA65B-T6, Cast T6,"Cast (Any cast type, then heat treated)",5,84.1,0,0,0,5,0,5,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,130,235,7,
Magnesium EA65RS-T4, Extruded T4,Extruded,1,84.1,0,0,0,5,0,5,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,460,515,5,
Magnesium EA55B-T6, Cast T6,"Cast (Any cast type, then heat treated)",5,85.1,4.9,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,167,271,8,
Magnesium EA55RS-T4, Extruded T4,Extruded,1,85.1,4.9,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,370,425,14,
Magnesium LS141, Ultralight Mg-Li Alloy,"Cast (Die cast, HPDC, fast cool)",4,85.35,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,110,138,23,
Magnesium K1A-F, Die Cast F,"Cast (Die cast, HPDC, fast cool)",4,99.3,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,83,165,8,
Magnesium K1A-F, Sand Cast F,"Cast  (sand, slow cool)",3,99.3,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,180,19,
Mg-9Al-1Zn-5La,extruded (340C),Extruded,1,85.4,0,0,4.9,1.1,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,342,410,15.4,
WE54,"extruded, forged T5",Extruded,1,90.76,1.16,1.17,1.16,0,0,0,0,0.5,0,0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,180,280,6,
TX21 (1),As cast,"Cast  (sand, slow cool)",3,96.98,0,0,0,0,2.05,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,59,92,2.5,
TX21 (2),As Homogenized,"Cast (Any cast type, then heat treated)",5,96.98,0,0,0,0,2.05,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,51,82,2,
TX21 (3),Extrusion(260C),Extruded,1,96.98,0,0,0,0,2.05,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,269,305,6,
TXZ212,Extrusion(300C),Extruded,1,96.98,0,0,0,0,2.05,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,207,230,12,
HM31,Double Extrusion,Extruded,1,97.21,2.25,0,0,0.11,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,270,300,32,
Unreinforced AZ91,"squeeze casting, extruded, T6, extruded at 335C",Extruded,1,89.72,0,0,0,1,0,9,0,0,0,0,0.15,0,0,0.03,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,204,360,9.9,
Magnesium ZK60A-F, Extruded Solids F,Extruded,1,94.05,0,0,0,5.5,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,260,340,11,
Magnesium ZK60A-T5, Extruded T5,Extruded,1,94.05,0,0,0,5.5,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,305,365,11,
Magnesium ZK60A-T5, Forgings T5,Wrought - rolled and Forging,6,94.05,0,0,0,5.5,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,215,305,16,
Magnesium ZK60A-T6, Forgings T6,Wrought - rolled and Forging,6,94.05,0,0,0,5.5,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,270,325,11,
Magnesium ZC71, As-Extruded,Extruded,1,91.3,0,0,0,6.5,0,0,0,0,0,0,0.75,0,0,1.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,180,280,12,
Magnesium ZC71-T5,T5,"Cast (Any cast type, then heat treated)",5,91.3,0,0,0,6.5,0,0,0,0,0,0,0.75,0,0,1.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,240,300,8,
Magnesium ZC71-T6, Extruded Bars/Shapes T6,Extruded,1,91.3,0,0,0,6.5,0,0,0,0,0,0,0.75,0,0,1.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,296,324,3,
Magnesium ZC71-T6,T6,"Cast (Any cast type, then heat treated)",5,91.3,0,0,0,6.5,0,0,0,0,0,0,0.75,0,0,1.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,340,360,6,
Mg-9Al-1Zn-5La,extruded (340C),Extruded,1,86.1,0,0,4.7,1,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,368,420,8.8,
AZ91-3RE,as-cast (730C),"Cast  (sand, slow cool)",3,88.71,0.48,1.5,0.85,0.872,0,7.42,0,0,0,0,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,107,167,2.76,
Mg-Zn-Tb,Extrusion,Extruded,1,97,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,100,315,345,13.6,
Mg-Zn-Dy,Extrusion,Extruded,1,97,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,100,305,338,19.5,
Magnesium AZ10A Wrought Alloy (UNS M11100),Wrought,Wrought - rolled and Forging,6,98,0,0,0,0,0.25,1.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,147.5,240,10,
AZ31,"Sheet, Plate 0",Wrought - rolled and Forging,6,95.75,0,0,0,1,0,3,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,120,240,11,
AZ31,H24,"Cast (Any cast type, then heat treated)",5,95.75,0,0,0,1,0,3,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,160,250,6,
AZ31,Extrusion F,Extruded,1,95.75,0,0,0,1,0,3,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,130,230,4,
AZ31,Forgings F,Extruded,1,95.75,0,0,0,1,0,3,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,105,200,4,
HM21,Forgings T5,Wrought - rolled and Forging,6,97.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,100,175,215,3,
Magnesium ZK21A Wrought Alloy (UNS M16210),Wrought,Wrought - rolled and Forging,6,97,0,0,0,2,0,0,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,187.5,247.5,4,
AZ80,Forgings T6,Wrought - rolled and Forging,6,89.44,0,0,0.5,0.5,0,8.5,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,290,6,
Magnesium ZK40A-T5, Extruded T5,Extruded,1,95.1,0,0,0,4,0,0,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,255,276,4,
Magnesium AZ92A-F, Cast F,"Cast (Die cast, HPDC, fast cool)",4,88.6,0,0,0,2,0,9,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,97,170,2,
Magnesium QE22A-T6, Cast T6,"Cast (Any cast type, then heat treated)",5,94.6,2.1,0,0,0,0,0,0,0.7,2.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,195,260,3,
Magnesium AZ92A-T4, Cast T4,"Cast (Any cast type, then heat treated)",5,88.6,0,0,0,2,0,9,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,97,275,10,
Magnesium AZ92A-T5, Cast T5,"Cast (Any cast type, then heat treated)",5,88.6,0,0,0,2,0,9,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,115,170,1,
Magnesium AZ92A-T6, Cast T6,"Cast (Any cast type, then heat treated)",5,88.6,0,0,0,2,0,9,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,170,275,3,
Magnesium AZ92A-T7, Cast T7,"Cast (Any cast type, then heat treated)",5,88.6,0,0,0,2,0,9,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,145,275,3,
Magnesium ZK51A-T5, Cast T5,"Cast (Any cast type, then heat treated)",5,94.6,0,0,0,4.55,0,0,0,0.75,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,165,205,3.5,
Magnesium AM100A-F, Cast F,"Cast (Die cast, HPDC, fast cool)",4,89.2,0,0,0,0.3,0,10,0,0,0,0,0.1,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,83,150,2,
Magnesium AM100A-T4, Cast T4,"Cast (Any cast type, then heat treated)",5,89.2,0,0,0,0.3,0,10,0,0,0,0,0.1,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,90,275,10,
Magnesium AM100A-T5, Cast T5,"Cast (Any cast type, then heat treated)",5,89.2,0,0,0,0.3,0,10,0,0,0,0,0.1,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,110,150,2,
Magnesium AM100A-T6, Cast T6,"Cast (Any cast type, then heat treated)",5,89.2,0,0,0,0.3,0,10,0,0,0,0,0.1,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,110,275,4,
Magnesium AM100A-T61, Sand Cast T61,"Cast  (sand, slow cool)",3,89.2,0,0,0,0.3,0,10,0,0,0,0,0.1,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,150,275,1,
Magnesium AM100A-T7, Cast T7,"Cast (Any cast type, then heat treated)",5,89.2,0,0,0,0.3,0,10,0,0,0,0,0.1,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,125,260,1,
Magnesium AZ81A-T4, Cast T4,"Cast (Any cast type, then heat treated)",5,91.22,0,0,0,0.7,0,7.55,0,0,0,0,0.13,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,83,275,15,
WE43A-T6 Magnesium,T6,"Cast (Any cast type, then heat treated)",5,92.11,1.13,1.13,1.13,0,0,0,0,0.5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,170,250,5.4,
Mg-Gd-Nd-Zn-Zr,Extrusion,Extruded,1,88.6,0.6,0,0,0.2,0,0,0,0.6,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,153,206,25.4,
ML19,cast T6,"Cast (Any cast type, then heat treated)",5,95.57,1.95,0,0,0.35,0,0.02,0,0.25,0,0,0,1.8,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,120,220,3,
Magnesium Elektron Elektron® 43 Magnesium Extrusion Alloy," UNS M18434, Extruded",Extruded,1,92.91,0.96,0.96,0.97,0,0,0,0,0.2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,183,303,6,
Magnesium ZK61A-T5, Cast T5,"Cast (Any cast type, then heat treated)",5,93.1,0,0,0,6,0,0,0,0.8,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,185,310,10,
Magnesium ZK61A-T5, Forgings T5,Wrought - rolled and Forging,6,93.1,0,0,0,6,0,0,0,0.8,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,221,276,8.5,
Magnesium ZK61A-T6, Cast T6,"Cast (Any cast type, then heat treated)",5,93.1,0,0,0,6,0,0,0,0.8,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,195,310,10,
AZ31(R 10),Extrusion,Extruded,1,95.88,0,0,0,0.83,0,2.95,0,0,0,0,0.32,0,0,0.002,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,194,248,14,
AZ31(R 100),Extrusion,Extruded,1,95.88,0,0,0,0.83,0,2.95,0,0,0,0,0.32,0,0,0.002,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,212,230,17,
Magnesium AZ91C-F, Cast F,"Cast  (sand, slow cool)",3,90.07,0,0,0,0.7,0,8.7,0,0,0,0,0.13,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,97,165,2.5,
